Entity,Code,Year,Population - Sex: male - Age: 0-4 - Variant: estimates,Population - Sex: male - Age: 5-9 - Variant: estimates,Population - Sex: male - Age: 10-14 - Variant: estimates,Population - Sex: male - Age: 15-19 - Variant: estimates,Population - Sex: male - Age: 20-24 - Variant: estimates,Population - Sex: male - Age: 25-29 - Variant: estimates,Population - Sex: male - Age: 30-34 - Variant: estimates,Population - Sex: male - Age: 35-39 - Variant: estimates,Population - Sex: male - Age: 40-44 - Variant: estimates,Population - Sex: male - Age: 45-49 - Variant: estimates,Population - Sex: male - Age: 50-54 - Variant: estimates,Population - Sex: male - Age: 55-59 - Variant: estimates,Population - Sex: male - Age: 60-64 - Variant: estimates,Population - Sex: male - Age: 65-69 - Variant: estimates,Population - Sex: male - Age: 70-74 - Variant: estimates,Population - Sex: male - Age: 75-79 - Variant: estimates,Population - Sex: male - Age: 80-84 - Variant: estimates,Population - Sex: male - Age: 85-89 - Variant: estimates,Population - Sex: male - Age: 90-94 - Variant: estimates,Population - Sex: male - Age: 95-99 - Variant: estimates,Population - Sex: male - Age: 100+ - Variant: estimates,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time,time
World,OWID_WRL,2023,335562178,354665115,351912271,331691103,316739310,308639510,312121544,296564197,265663197,238673486,230080544,204264837,163246964,136239756,100122876,62095078,36341067,17756397,5797201,1072566,102649,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
